0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2399
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	43803
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	40962
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	43803
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	40962
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2431
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	47992
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	45058
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	47992
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	45058
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2463
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	52182
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	49154
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	52182
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	49154
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2495
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	56371
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	53250
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	56371
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	53250
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2527
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	60561
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	57346
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	60561
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	57346
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2559
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	64751
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	23436
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	61443
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	64751
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	23451
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	23447
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	23458
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	61445
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	351
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2591
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	3404
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	3404
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2623
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	7594
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	4098
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	7594
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	4098
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2655
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	11783
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	8194
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	11783
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	8194
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2687
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	15973
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	12290
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	15973
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	12290
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	223
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	2719
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	20163
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	43819
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	16387
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	20163
0	65535
0	33845
0	65535
0	0
0	65535
0	7
0	65535
0	43839
0	65535
0	33845
0	65535
